title,year,crew_pct_women,crew_n,cast_pct_women,cast_n,bechdel_score,bechdel_desc
The Man with Rain in His Shoes,1998,insufficient sample,1.0,insufficient sample,6.0,Missing,Missing
Instinct,1999,0.19047619047619047,21.0,0.21052631578947367,19.0,Missing,Missing
Buena Vista Social Club,1999,0.35714285714285715,14.0,Missing,Missing,Missing,Missing
Desert Blue,1999,insufficient sample,3.0,0.3333333333333333,15.0,Missing,Missing
A Place at the Table,2012,insufficient sample,2.0,insufficient sample,4.0,Missing,Missing
A Place at the Table,2012,insufficient sample,2.0,insufficient sample,4.0,Missing,Missing
Floating,1999,Missing,Missing,Missing,Missing,Missing,Missing
Free Enterprise,1998,insufficient sample,1.0,insufficient sample,3.0,Missing,Missing
Limbo,1999,insufficient sample,3.0,Missing,Missing,Missing,Missing
Austin Powers: The Spy Who Shagged Me,1999,0.4,20.0,Missing,Missing,1,"There are two or more women in this movie, but they don't talk to each other"
Promise Her Anything,1999,insufficient sample,1.0,insufficient sample,8.0,Missing,Missing
Le nain rouge,1998,Missing,Missing,Missing,Missing,Missing,Missing
The Red Violin,1998,insufficient sample,3.0,Missing,Missing,3,There are two or more women in this movie and they talk to each other about something other than a man
Tarzan,1999,insufficient sample,9.0,Missing,Missing,2,"There are two or more women in this movie, but they only talk to each other about a man"
The General's Daughter,1999,0.29411764705882354,17.0,0.13333333333333333,15.0,Missing,Missing
Get Bruce!,1999,insufficient sample,7.0,Missing,Missing,Missing,Missing
An Ideal Husband,1999,insufficient sample,3.0,insufficient sample,6.0,Missing,Missing
La leggenda del pianista sull'oceano,1998,insufficient sample,1.0,Missing,Missing,Missing,Missing
Lola rennt,1998,0.07692307692307693,13.0,Missing,Missing,Missing,Missing
Trekkies,1997,Missing,Missing,insufficient sample,9.0,Missing,Missing
Big Daddy,1999,0.08695652173913043,23.0,Missing,Missing,Missing,Missing
The Boys,1998,insufficient sample,10.0,insufficient sample,9.0,Missing,Missing
Le DÃ®ner de cons,1998,insufficient sample,4.0,insufficient sample,7.0,Missing,Missing
My Son the Fanatic,1997,insufficient sample,6.0,0.45454545454545453,11.0,Missing,Missing
Zone 39,1996,Missing,Missing,insufficient sample,2.0,Missing,Missing
Arachnophobia,1990,0.07692307692307693,13.0,Missing,Missing,Missing,Missing
"South Park: Bigger, Longer & Uncut",1999,Missing,Missing,Missing,Missing,Missing,Missing
Wild Wild West,1999,0.08333333333333333,12.0,Missing,Missing,2,"There are two or more women in this movie, but they only talk to each other about a man"
Summer of Sam,1999,0.2857142857142857,14.0,0.2222222222222222,18.0,Missing,Missing
Broken Vessels,1998,Missing,Missing,0.4166666666666667,12.0,Missing,Missing
Les Amants du Pont-Neuf,1991,insufficient sample,2.0,Missing,Missing,Missing,Missing
"Fin aoÃ»t, dÃ©but septembre",1998,insufficient sample,5.0,Missing,Missing,Missing,Missing
American Pie,1999,Missing,Missing,Missing,Missing,2,"There are two or more women in this movie, but they only talk to each other about a man"
Arlington Road,1999,0.3333333333333333,21.0,0.3076923076923077,13.0,Missing,Missing
Conte d'automne,1998,insufficient sample,4.0,insufficient sample,1.0,Missing,Missing
Muppets from Space,1999,insufficient sample,7.0,0.16666666666666666,18.0,3,There are two or more women in this movie and they talk to each other about something other than a man
The Blair Witch Project,1999,0.08333333333333333,12.0,Missing,Missing,3,There are two or more women in this movie and they talk to each other about something other than a man
My Life So Far,1999,insufficient sample,4.0,Missing,Missing,Missing,Missing
Eyes Wide Shut,1999,0.18181818181818182,11.0,Missing,Missing,3,There are two or more women in this movie and they talk to each other about something other than a man
Lake Placid,1999,0.1111111111111111,18.0,0.3333333333333333,15.0,Missing,Missing
The Wood,1999,Missing,Missing,Missing,Missing,Missing,Missing
The Velocity of Gary,1999,insufficient sample,1.0,Missing,Missing,Missing,Missing
Drop Dead Gorgeous,1999,insufficient sample,4.0,Missing,Missing,3,There are two or more women in this movie and they talk to each other about something other than a man
The Haunting,1999,Missing,Missing,Missing,Missing,3,There are two or more women in this movie and they talk to each other about something other than a man
Inspector Gadget,1999,insufficient sample,4.0,0.3333333333333333,12.0,Missing,Missing
Trick,1999,insufficient sample,1.0,insufficient sample,4.0,3,There are two or more women in this movie and they talk to each other about something other than a man
Deep Blue Sea,1999,Missing,Missing,Missing,Missing,Missing,Missing
Mystery Men,1999,0.09090909090909091,11.0,0.2916666666666667,24.0,1,"There are two or more women in this movie, but they don't talk to each other"
Runaway Bride,1999,0.2777777777777778,18.0,0.47058823529411764,17.0,Missing,Missing
Twin Falls Idaho,1999,insufficient sample,3.0,insufficient sample,5.0,Missing,Missing
Dick,1999,insufficient sample,10.0,0.2857142857142857,14.0,3,There are two or more women in this movie and they talk to each other about something other than a man
The Gambler,1997,Missing,Missing,0.4166666666666667,12.0,Missing,Missing
The Iron Giant,1999,Missing,Missing,Missing,Missing,0,Fewer than two women in this movie
The Sixth Sense,1999,Missing,Missing,Missing,Missing,3,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious"
The Thomas Crown Affair,1999,0.21428571428571427,14.0,0.16666666666666666,12.0,1,"There are two or more women in this movie, but they don't talk to each other"
The Acid House,1998,insufficient sample,3.0,Missing,Missing,Missing,Missing
The Adventures of Sebastian Cole,1998,Missing,Missing,insufficient sample,9.0,Missing,Missing
Illuminata,1998,insufficient sample,8.0,Missing,Missing,Missing,Missing
Stiff Upper Lips,1998,insufficient sample,3.0,Missing,Missing,Missing,Missing
The Yards,2000,0.11764705882352941,17.0,0.23076923076923078,13.0,Missing,Missing
Bowfinger,1999,Missing,Missing,Missing,Missing,3,There are two or more women in this movie and they talk to each other about something other than a man
Brokedown Palace,1999,insufficient sample,4.0,0.4166666666666667,12.0,3,There are two or more women in this movie and they talk to each other about something other than a man
Detroit Rock City,1999,insufficient sample,9.0,Missing,Missing,Missing,Missing
Alice et Martin,1998,insufficient sample,6.0,insufficient sample,6.0,Missing,Missing
Better Than Chocolate,1999,insufficient sample,2.0,insufficient sample,7.0,3,There are two or more women in this movie and they talk to each other about something other than a man
Head On,1998,insufficient sample,7.0,insufficient sample,8.0,Missing,Missing
"Marcello Mastroianni: mi ricordo, sÃ¬, io mi ricordo",1997,Missing,Missing,insufficient sample,3.0,Missing,Missing
Never Talk to Strangers,1995,insufficient sample,1.0,insufficient sample,7.0,Missing,Missing
An American Werewolf in Paris,1997,insufficient sample,6.0,0.17647058823529413,17.0,1,"There are two or more women in this movie, but they don't talk to each other"
Problem Child,1990,0.29411764705882354,17.0,insufficient sample,8.0,Missing,Missing
Problem Child 2,1991,insufficient sample,3.0,Missing,Missing,Missing,Missing
Oscar and Lucinda,1997,insufficient sample,2.0,insufficient sample,6.0,Missing,Missing
The Pelican Brief,1993,0.16,25.0,Missing,Missing,3,There are two or more women in this movie and they talk to each other about something other than a man
Mickey Blue Eyes,1999,insufficient sample,8.0,Missing,Missing,Missing,Missing
Teaching Mrs. Tingle,1999,Missing,Missing,Missing,Missing,3,There are two or more women in this movie and they talk to each other about something other than a man
Universal Soldier: The Return,1999,insufficient sample,7.0,insufficient sample,10.0,Missing,Missing
Universal Soldier,1992,Missing,Missing,Missing,Missing,Missing,Missing
Love Stinks,1999,insufficient sample,2.0,Missing,Missing,Missing,Missing
ãƒ‘ãƒ¼ãƒ•ã‚§ã‚¯ãƒˆãƒ–ãƒ«ãƒ¼,1997,Missing,Missing,Missing,Missing,Missing,Missing
With Friends Like These...,1998,insufficient sample,2.0,Missing,Missing,Missing,Missing
In Too Deep,1999,insufficient sample,4.0,Missing,Missing,Missing,Missing
The Source,1999,Missing,Missing,insufficient sample,4.0,Missing,Missing
Iron Eagle III,1992,insufficient sample,10.0,insufficient sample,6.0,Missing,Missing
Iron Eagle IV,1995,insufficient sample,4.0,Missing,Missing,Missing,Missing
Medicine Man,1992,0.26666666666666666,15.0,insufficient sample,4.0,Missing,Missing
On the Ropes,1999,insufficient sample,2.0,Missing,Missing,Missing,Missing
Rosie,1998,Missing,Missing,insufficient sample,1.0,Missing,Missing
The 13th Warrior,1999,0.13333333333333333,15.0,Missing,Missing,1,"There are two or more women in this movie, but they don't talk to each other"
The Astronaut's Wife,1999,Missing,Missing,Missing,Missing,Missing,Missing
Dudley Do-Right,1999,0.25,12.0,Missing,Missing,Missing,Missing
The Muse,1999,insufficient sample,3.0,0.5833333333333334,12.0,Missing,Missing
Bure baruta,1998,Missing,Missing,Missing,Missing,Missing,Missing
A Dog Of Flanders,1999,Missing,Missing,insufficient sample,7.0,Missing,Missing
The Lost Son,1999,insufficient sample,2.0,Missing,Missing,Missing,Missing
Lucie Aubrac,1997,insufficient sample,2.0,Missing,Missing,Missing,Missing
"Martha â€“ Meet Frank, Daniel and Laurence",1998,insufficient sample,9.0,Missing,Missing,Missing,Missing
Chill Factor,1999,insufficient sample,10.0,Missing,Missing,Missing,Missing
Outside Providence,1999,insufficient sample,5.0,Missing,Missing,Missing,Missing
Bedrooms and Hallways,1998,insufficient sample,1.0,Missing,Missing,Missing,Missing
I Woke Up Early The Day I Died,1998,insufficient sample,8.0,0.44,25.0,Missing,Missing
West Beyrouth,1998,Missing,Missing,Missing,Missing,Missing,Missing
Stigmata,1999,0.25,12.0,0.3333333333333333,15.0,3,There are two or more women in this movie and they talk to each other about something other than a man
Stir of Echoes,1999,insufficient sample,8.0,Missing,Missing,Missing,Missing
Best Laid Plans,1999,insufficient sample,1.0,insufficient sample,7.0,Missing,Missing
"Crna maÄ�ka, beli maÄ�or",1998,insufficient sample,5.0,insufficient sample,1.0,Missing,Missing
The Minus Man,1999,0.2727272727272727,22.0,Missing,Missing,Missing,Missing
Whiteboyz,1999,insufficient sample,7.0,insufficient sample,8.0,Missing,Missing
Queens Logic,1991,insufficient sample,3.0,0.3333333333333333,12.0,Missing,Missing
Public Access,1993,insufficient sample,9.0,Missing,Missing,Missing,Missing
American Beauty,1999,Missing,Missing,Missing,Missing,3,There are two or more women in this movie and they talk to each other about something other than a man
Blue Streak,1999,insufficient sample,7.0,Missing,Missing,1,"There are two or more women in this movie, but they don't talk to each other"
For Love of the Game,1999,insufficient sample,5.0,insufficient sample,7.0,2,"There are two or more women in this movie, but they only talk to each other about a man"
Splendor,1999,0.29411764705882354,17.0,Missing,Missing,3,There are two or more women in this movie and they talk to each other about something other than a man
Sugar Town,1999,insufficient sample,4.0,insufficient sample,6.0,Missing,Missing
La sÃ©paration,1994,Missing,Missing,insufficient sample,3.0,Missing,Missing
Lulu on the Bridge,1998,insufficient sample,5.0,Missing,Missing,Missing,Missing
Sommersby,1993,0.29411764705882354,17.0,0.16666666666666666,12.0,Missing,Missing
Thumbelina,1994,Missing,Missing,Missing,Missing,Missing,Missing
é£›é·¹è¨ˆåŠƒ,1991,insufficient sample,5.0,Missing,Missing,Missing,Missing
Double Jeopardy,1999,insufficient sample,7.0,Missing,Missing,Missing,Missing
Jakob the Liar,1999,0.36363636363636365,11.0,insufficient sample,10.0,Missing,Missing
Mumford,1999,insufficient sample,8.0,0.4375,16.0,Missing,Missing
Dog Park,1998,insufficient sample,2.0,0.35714285714285715,14.0,Missing,Missing
Guinevere,1999,insufficient sample,10.0,0.6363636363636364,11.0,Missing,Missing
The Adventures of Elmo in Grouchland,1999,insufficient sample,8.0,Missing,Missing,Missing,Missing
Simon Sez,1999,insufficient sample,3.0,insufficient sample,7.0,Missing,Missing
Drive Me Crazy,1999,insufficient sample,2.0,insufficient sample,10.0,Missing,Missing
"Mystery, Alaska",1999,Missing,Missing,Missing,Missing,Missing,Missing
Three Kings,1999,0.35714285714285715,14.0,Missing,Missing,Missing,Missing
"Happy, Texas",1999,insufficient sample,4.0,Missing,Missing,Missing,Missing
New Rose Hotel,1998,insufficient sample,5.0,Missing,Missing,Missing,Missing
Plunkett & MacLeane,1999,insufficient sample,10.0,Missing,Missing,Missing,Missing
Romance,2012,Missing,Missing,Missing,Missing,Missing,Missing
The Dark Half,1993,Missing,Missing,0.4,15.0,Missing,Missing
Random Hearts,1999,insufficient sample,8.0,0.5217391304347826,23.0,Missing,Missing
Superstar,1999,insufficient sample,3.0,0.45,20.0,Missing,Missing
Boys Don't Cry,1999,0.391304347826087,23.0,Missing,Missing,3,There are two or more women in this movie and they talk to each other about something other than a man
"Five Wives, Three Secretaries and Me",1999,Missing,Missing,Missing,Missing,Missing,Missing
